t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
41.547468;72.382628;15.713340;-0.851121;1.633247;-0.026648;-0.447022;-0.102277;0.000000;0.000000;16.163078;1.455096;0.000000;-1.230235;0.000000;0.000000;-181.570486;0.284831;-0.300000;0.300000;-25.612479;0.000000;-138.765650;48.376828;-4.491396;186.629152;16.163078;138.765650;
41.567756;72.404469;15.688422;-0.851662;1.632790;-0.026739;-0.449097;-0.165066;0.000000;0.000000;15.887177;1.517575;0.000000;-1.838527;-0.000000;0.000000;-159.193717;0.239445;-0.300000;0.300000;-25.731367;0.000000;-138.796627;48.376828;-4.491396;183.049342;15.887177;138.796627;
41.588090;72.426340;15.663441;-0.852206;1.632612;-0.026943;-0.452454;-0.254468;0.000000;0.000000;15.826358;1.472872;0.000000;-1.632448;0.000000;0.000000;-172.114164;0.270968;-0.300000;0.300000;-25.923683;0.000000;-138.827780;48.376828;-4.491395;185.610638;15.826358;138.827780;
41.608497;72.448273;15.638363;-0.852755;1.632867;-0.027321;-0.457647;-0.385789;0.000000;0.000000;16.236297;1.421090;0.000000;-1.534524;0.000000;0.000000;-192.243300;0.309209;-0.300000;0.300000;-26.221215;0.000000;-138.859283;48.376828;-4.491395;188.577523;16.236297;138.859283;
41.628903;72.470195;15.613269;-0.853313;1.633023;-0.027638;-0.465519;-0.494153;0.000000;0.000000;16.478121;1.444599;0.000000;-1.360931;-0.000000;0.000000;-187.700191;0.291036;-0.300000;0.300000;-26.672273;0.000000;-138.891225;48.376827;-4.491395;187.230600;16.478121;138.891225;
41.649309;72.492105;15.588162;-0.853877;1.632613;-0.027699;-0.475603;-0.525449;0.000000;0.000000;15.373230;1.490745;0.000000;-1.615289;0.000000;0.000000;-161.414812;0.256863;-0.300000;0.300000;-27.250020;0.000000;-138.923538;48.376827;-4.491395;184.586598;15.373230;138.923538;
41.669718;72.513998;15.563044;-0.854442;1.632652;-0.027946;-0.486326;-0.596757;0.000000;0.000000;16.383265;1.457744;0.000000;-1.843548;0.000000;0.000000;-182.201399;0.280440;-0.300000;0.300000;-27.864447;0.000000;-138.955928;48.376827;-4.491394;186.477395;16.383265;138.955928;
41.690130;72.535881;15.537909;-0.855013;1.632429;-0.028071;-0.498508;-0.625280;0.000000;0.000000;15.197824;1.453617;0.000000;-1.607191;0.000000;0.000000;-170.044423;0.283072;-0.300000;0.300000;-28.562383;0.000000;-138.988612;48.376827;-4.491394;186.713876;15.197824;138.988612;
41.710551;72.557756;15.512755;-0.855586;1.631361;-0.027830;-0.511276;-0.547426;0.000000;0.000000;15.365635;1.589269;0.000000;-1.288616;0.000000;0.000000;-130.802861;0.188765;-0.300000;0.300000;-29.293965;0.000000;-139.021455;48.376827;-4.491394;178.941600;15.365635;139.021455;
41.730993;72.579626;15.487578;-0.856155;1.630227;-0.027573;-0.522467;-0.455442;0.000000;0.000000;16.371866;1.623975;0.000000;-1.277411;0.000000;0.000000;-127.567227;0.166592;-0.300000;0.300000;-29.935145;0.000000;-139.054052;48.376826;-4.491393;176.953096;16.371866;139.054052;
41.751442;72.601473;15.462398;-0.856719;1.629406;-0.027459;-0.531780;-0.393023;0.000000;0.000000;16.729507;1.589857;0.000000;-1.243697;0.000000;0.000000;-141.825816;0.187655;-0.300000;0.300000;-30.468763;0.000000;-139.086357;48.376826;-4.491393;178.907932;16.729507;139.086357;
41.771865;72.623266;15.437251;-0.857279;1.627625;-0.026942;-0.539807;-0.220823;0.000000;0.000000;16.195285;1.709016;0.000000;-1.438210;0.000000;0.000000;-97.045447;0.116611;-0.300000;0.300000;-30.928652;0.000000;-139.118488;48.376826;-4.491393;172.080608;16.195285;139.118488;
41.792288;72.645023;15.412119;-0.857830;1.627637;-0.027207;-0.544317;-0.245785;0.000000;0.000000;15.851086;1.442425;0.000000;-1.772402;0.000000;0.000000;-179.856035;0.289281;-0.300000;0.300000;-31.187051;0.000000;-139.150014;48.376826;-4.491392;187.355145;15.851086;139.150014;
41.812712;72.666766;15.386973;-0.858385;1.627150;-0.027247;-0.549337;-0.211203;0.000000;0.000000;16.403412;1.534641;0.000000;-1.171578;-0.000000;0.000000;-156.682967;0.223050;-0.300000;0.300000;-31.474671;0.000000;-139.181852;48.376825;-4.491392;182.071563;16.403412;139.181852;
41.833136;72.688489;15.361823;-0.858942;1.625539;-0.026808;-0.553650;-0.052452;0.000000;0.000000;15.938364;1.680790;0.000000;-1.615873;-0.000000;0.000000;-104.431893;0.131368;-0.300000;0.300000;-31.721818;0.000000;-139.213736;48.376825;-4.491392;173.697829;15.938364;139.213736;
41.853560;72.710176;15.336686;-0.859489;1.624453;-0.026611;-0.554721;0.045262;0.000000;0.000000;16.380821;1.618233;0.000000;-1.511376;0.000000;0.000000;-128.440894;0.168061;-0.300000;0.300000;-31.783198;0.000000;-139.245107;48.376825;-4.491392;177.282107;16.380821;139.245107;
41.874011;72.731865;15.311519;-0.860033;1.622973;-0.026256;-0.553796;0.181402;0.000000;0.000000;15.387813;1.650981;0.000000;-1.355766;0.000000;0.000000;-110.058203;0.147971;-0.300000;0.300000;-31.730160;0.000000;-139.276290;48.376825;-4.491391;175.405741;15.387813;139.276290;
41.894420;72.753474;15.286417;-0.860569;1.621584;-0.025953;-0.550094;0.300486;0.000000;0.000000;15.666132;1.645140;0.000000;-1.883937;-0.000000;0.000000;-113.773676;0.151107;-0.300000;0.300000;-31.518044;0.000000;-139.306991;48.376824;-4.491391;175.740414;15.666132;139.306991;
41.914831;72.775055;15.261321;-0.861099;1.619870;-0.025526;-0.543960;0.445975;0.000000;0.000000;16.581982;1.707969;0.000000;-1.574343;-0.000000;0.000000;-98.378071;0.115088;-0.300000;0.300000;-31.166630;0.000000;-139.337343;48.376824;-4.491391;172.140598;16.581982;139.337343;
41.935275;72.796634;15.236200;-0.861621;1.618708;-0.025351;-0.534843;0.519619;0.000000;0.000000;15.004943;1.596224;0.000000;-1.170934;-0.000000;0.000000;-123.751908;0.180456;-0.300000;0.300000;-30.644227;0.000000;-139.367244;48.376824;-4.491390;178.543112;15.004943;139.367244;
41.955614;72.818074;15.211215;-0.862137;1.618301;-0.025501;-0.524274;0.500493;0.000000;0.000000;16.506722;1.528743;0.000000;-1.110775;-0.000000;0.000000;-158.358508;0.224486;-0.300000;0.300000;-30.038698;0.000000;-139.396786;48.376824;-4.491390;182.409483;16.506722;139.396786;
41.975898;72.839437;15.186292;-0.862654;1.618032;-0.025699;-0.514122;0.458582;0.000000;0.000000;15.878450;1.488615;0.000000;-1.303359;0.000000;0.000000;-164.661143;0.252089;-0.300000;0.300000;-29.457030;0.000000;-139.426423;48.376824;-4.491390;184.708671;15.878450;139.426423;
41.996323;72.860932;15.161191;-0.863179;1.616503;-0.025356;-0.504756;0.548735;0.000000;0.000000;15.917288;1.670660;0.000000;-1.753252;0.000000;0.000000;-106.251435;0.134704;-0.300000;0.300000;-28.920384;0.000000;-139.456497;48.376823;-4.491390;174.278240;15.917288;139.456497;
42.016749;72.882395;15.136099;-0.863697;1.616040;-0.025479;-0.493547;0.509023;0.000000;0.000000;15.285456;1.498045;0.000000;-1.713333;-0.000000;0.000000;-155.397262;0.244683;-0.300000;0.300000;-28.278188;0.000000;-139.486172;48.376823;-4.491389;184.168364;15.285456;139.486172;
42.037145;72.903807;15.111041;-0.864216;1.615240;-0.025451;-0.483165;0.499966;0.000000;0.000000;16.829957;1.591440;0.000000;-1.236728;-0.000000;0.000000;-139.553708;0.181840;-0.300000;0.300000;-27.683342;0.000000;-139.515947;48.376823;-4.491389;178.817212;16.829957;139.515947;
42.057557;72.925213;15.085964;-0.864736;1.614045;-0.025257;-0.472960;0.527281;0.000000;0.000000;15.940250;1.624771;0.000000;-1.634496;0.000000;0.000000;-121.107126;0.160832;-0.300000;0.300000;-27.098605;0.000000;-139.545714;48.376823;-4.491389;176.907475;15.940250;139.545714;
42.077971;72.946591;15.060892;-0.865251;1.612914;-0.025097;-0.462196;0.538176;0.000000;0.000000;15.106533;1.595065;0.000000;-1.868053;0.000000;0.000000;-123.825761;0.178891;-0.300000;0.300000;-26.481889;0.000000;-139.575254;48.376822;-4.491388;178.609480;15.106533;139.575254;
42.098395;72.967953;15.035814;-0.865764;1.612250;-0.025140;-0.451204;0.487258;0.000000;0.000000;15.144246;1.525220;0.000000;-1.772424;-0.000000;0.000000;-145.255150;0.224412;-0.300000;0.300000;-25.852091;0.000000;-139.604623;48.376822;-4.491388;182.611314;15.144246;139.604623;
42.118807;72.989280;15.010751;-0.866277;1.612291;-0.025478;-0.441258;0.349836;0.000000;0.000000;15.864209;1.441226;0.000000;-1.651251;-0.000000;0.000000;-177.821527;0.283864;-0.300000;0.300000;-25.282236;0.000000;-139.634025;48.376822;-4.491388;187.423814;15.864209;139.634025;
42.139180;73.010554;14.985724;-0.866796;1.612412;-0.025833;-0.434131;0.202172;0.000000;0.000000;16.639583;1.456384;0.000000;-1.855627;-0.000000;0.000000;-181.553858;0.272335;-0.300000;0.300000;-24.873877;0.000000;-139.663766;48.376822;-4.491387;186.555360;16.639583;139.663766;
42.159601;73.031867;14.960625;-0.867324;1.612259;-0.026054;-0.430003;0.087339;0.000000;0.000000;15.056344;1.439876;0.000000;-1.807993;-0.000000;0.000000;-168.856835;0.284100;-0.300000;0.300000;-24.637333;0.000000;-139.693991;48.376822;-4.491387;187.501180;15.056344;139.693991;
42.179939;73.053078;14.935620;-0.867854;1.611671;-0.026078;-0.428226;0.025938;0.000000;0.000000;15.332860;1.518403;0.000000;-1.160168;0.000000;0.000000;-148.502996;0.227659;-0.300000;0.300000;-24.535560;0.000000;-139.724351;48.376821;-4.491387;183.001911;15.332860;139.724351;
42.200338;73.074332;14.910536;-0.868386;1.611572;-0.026308;-0.427697;-0.090122;0.000000;0.000000;16.899782;1.495250;0.000000;-1.178835;-0.000000;0.000000;-171.188816;0.243361;-0.300000;0.300000;-24.505243;0.000000;-139.754831;48.376821;-4.491387;184.328490;16.899782;139.754831;
42.220742;73.095576;14.885437;-0.868922;1.610970;-0.026313;-0.429536;-0.142332;0.000000;0.000000;16.571313;1.555713;0.000000;-1.812276;0.000000;0.000000;-147.822162;0.201881;-0.300000;0.300000;-24.610601;0.000000;-139.785587;48.376821;-4.491386;180.864220;16.571313;139.785587;
42.241110;73.116761;14.860381;-0.869458;1.610611;-0.026419;-0.432435;-0.217660;0.000000;0.000000;15.338971;1.482163;0.000000;-1.619698;-0.000000;0.000000;-158.967134;0.251851;-0.300000;0.300000;-24.776700;0.000000;-139.816294;48.376821;-4.491386;185.078307;15.338971;139.816294;
42.261528;73.137980;14.835258;-0.869998;1.608722;-0.025872;-0.436879;-0.110327;0.000000;0.000000;15.673103;1.714416;0.000000;-1.820841;0.000000;0.000000;-87.882799;0.106871;-0.300000;0.300000;-25.031331;0.000000;-139.847201;48.376820;-4.491386;171.771171;15.673103;139.847201;
42.281938;73.159152;14.810161;-0.870526;1.607808;-0.025762;-0.439131;-0.116351;0.000000;0.000000;15.509168;1.572026;0.000000;-1.111072;0.000000;0.000000;-132.734815;0.190217;-0.300000;0.300000;-25.160351;0.000000;-139.877457;48.376820;-4.491385;179.929566;15.509168;139.877457;
42.302356;73.180308;14.785058;-0.871052;1.606735;-0.025589;-0.441507;-0.101451;0.000000;0.000000;16.412205;1.617088;0.000000;-1.475104;-0.000000;0.000000;-125.158156;0.161667;-0.300000;0.300000;-25.296465;0.000000;-139.907596;48.376820;-4.491385;177.347685;16.412205;139.907596;
42.322771;73.201432;14.759966;-0.871574;1.606063;-0.025591;-0.443578;-0.130720;0.000000;0.000000;15.556761;1.537843;0.000000;-1.201904;-0.000000;0.000000;-143.512326;0.211964;-0.300000;0.300000;-25.415129;0.000000;-139.937526;48.376820;-4.491385;181.888101;15.556761;139.937526;
42.343223;73.222573;14.734827;-0.872098;1.604885;-0.025379;-0.446251;-0.098614;0.000000;0.000000;16.772145;1.638771;0.000000;-1.302777;0.000000;0.000000;-120.003034;0.148044;-0.300000;0.300000;-25.568307;0.000000;-139.967513;48.376820;-4.491385;176.105331;16.772145;139.967513;
42.363653;73.243663;14.709721;-0.872616;1.604085;-0.025334;-0.448266;-0.108456;0.000000;0.000000;16.375919;1.578855;0.000000;-1.191425;-0.000000;0.000000;-137.183904;0.184498;-0.300000;0.300000;-25.683743;0.000000;-139.997221;48.376819;-4.491384;179.538289;16.375919;139.997221;
42.383987;73.264631;14.684736;-0.873131;1.603069;-0.025198;-0.450471;-0.090690;0.000000;0.000000;15.153191;1.578662;0.000000;-1.826576;-0.000000;0.000000;-126.840367;0.184291;-0.300000;0.300000;-25.810099;0.000000;-140.026737;48.376819;-4.491384;179.549312;15.153191;140.026737;
42.404407;73.285660;14.659650;-0.873646;1.602262;-0.025156;-0.452323;-0.095614;0.000000;0.000000;16.387767;1.580331;0.000000;-1.341971;-0.000000;0.000000;-136.445879;0.182902;-0.300000;0.300000;-25.916203;0.000000;-140.056218;48.376819;-4.491384;179.453685;16.387767;140.056218;
42.424836;73.306676;14.634554;-0.874160;1.601742;-0.025237;-0.454276;-0.131133;0.000000;0.000000;15.258082;1.505921;0.000000;-1.538520;-0.000000;0.000000;-149.632605;0.231898;-0.300000;0.300000;-26.028121;0.000000;-140.085664;48.376819;-4.491383;183.717091;15.258082;140.085664;
42.445248;73.327654;14.609478;-0.874675;1.600224;-0.024890;-0.456953;-0.049016;0.000000;0.000000;16.461143;1.678582;0.000000;-1.557884;0.000000;0.000000;-103.157297;0.123757;-0.300000;0.300000;-26.181478;0.000000;-140.115179;48.376818;-4.491383;173.824322;16.461143;140.115179;
42.465667;73.348607;14.584404;-0.875183;1.598634;-0.024527;-0.457954;0.039645;0.000000;0.000000;15.752494;1.675573;0.000000;-1.453741;0.000000;0.000000;-99.544782;0.125145;-0.300000;0.300000;-26.238826;0.000000;-140.144299;48.376818;-4.491383;173.996766;15.752494;140.144299;
42.486097;73.369538;14.559332;-0.875684;1.597326;-0.024299;-0.457144;0.093051;0.000000;0.000000;15.026712;1.619812;0.000000;-1.356479;-0.000000;0.000000;-112.300414;0.157198;-0.300000;0.300000;-26.192419;0.000000;-140.173009;48.376818;-4.491383;177.191590;15.026712;140.173009;
42.506512;73.390422;14.534290;-0.876180;1.596246;-0.024176;-0.455244;0.117775;0.000000;0.000000;16.837057;1.628747;0.000000;-1.520603;-0.000000;0.000000;-122.537132;0.151549;-0.300000;0.300000;-26.083581;0.000000;-140.201430;48.376818;-4.491382;176.679699;16.837057;140.201430;
42.526947;73.411302;14.509228;-0.876674;1.596053;-0.024433;-0.452838;0.039113;0.000000;0.000000;16.949884;1.511588;0.000000;-1.297023;0.000000;0.000000;-163.480621;0.226260;-0.300000;0.300000;-25.945685;0.000000;-140.229737;48.376817;-4.491382;183.392410;16.949884;140.229737;
42.547385;73.432169;14.484156;-0.877174;1.594393;-0.024056;-0.452038;0.129889;0.000000;0.000000;15.807003;1.686915;0.000000;-1.298310;0.000000;0.000000;-95.436196;0.117781;-0.300000;0.300000;-25.899884;0.000000;-140.258348;48.376817;-4.491382;173.346870;15.807003;140.258348;
42.567721;73.452898;14.459224;-0.877663;1.592535;-0.023609;-0.449397;0.238983;0.000000;0.000000;15.382452;1.709011;0.000000;-1.691417;-0.000000;0.000000;-85.496811;0.105651;-0.300000;0.300000;-25.748542;0.000000;-140.286376;48.376817;-4.491381;172.080855;15.382452;140.286376;
42.588150;73.473686;14.434198;-0.878145;1.591147;-0.023382;-0.444515;0.286988;0.000000;0.000000;15.948737;1.653215;0.000000;-1.169284;0.000000;0.000000;-107.275409;0.136098;-0.300000;0.300000;-25.468813;0.000000;-140.314011;48.376817;-4.491381;175.277755;15.948737;140.314011;
42.608579;73.494444;14.409183;-0.878623;1.591296;-0.023814;-0.438652;0.153426;0.000000;0.000000;16.480423;1.449544;0.000000;-1.284679;0.000000;0.000000;-178.231943;0.268671;-0.300000;0.300000;-25.132889;0.000000;-140.341381;48.376817;-4.491381;186.947251;16.480423;140.341381;
42.629039;73.515222;14.384118;-0.879110;1.590580;-0.023860;-0.435513;0.120816;0.000000;0.000000;15.827271;1.554687;0.000000;-1.601110;0.000000;0.000000;-138.247308;0.195857;-0.300000;0.300000;-24.953031;0.000000;-140.369298;48.376816;-4.491381;180.923020;15.827271;140.369298;
42.649464;73.535944;14.359096;-0.879597;1.589208;-0.023623;-0.433045;0.163393;0.000000;0.000000;15.310043;1.637423;0.000000;-1.382553;0.000000;0.000000;-107.569008;0.144408;-0.300000;0.300000;-24.811643;0.000000;-140.397220;48.376816;-4.491380;176.182592;15.310043;140.397220;
42.669874;73.556620;14.334106;-0.880080;1.588010;-0.023468;-0.429710;0.182468;0.000000;0.000000;15.762717;1.623033;0.000000;-1.831057;-0.000000;0.000000;-115.307140;0.152621;-0.300000;0.300000;-24.620574;0.000000;-140.424844;48.376816;-4.491380;177.007041;15.762717;140.424844;
42.690303;73.577289;14.309100;-0.880559;1.587727;-0.023707;-0.425982;0.092967;0.000000;0.000000;15.709549;1.488278;0.000000;-1.662599;0.000000;0.000000;-157.518042;0.239682;-0.300000;0.300000;-24.406993;0.000000;-140.452314;48.376816;-4.491380;184.727943;15.709549;140.452314;
42.710709;73.597918;14.284117;-0.881043;1.586087;-0.023359;-0.424085;0.161904;0.000000;0.000000;15.595690;1.682054;0.000000;-1.635416;0.000000;0.000000;-94.482520;0.118315;-0.300000;0.300000;-24.298297;0.000000;-140.480032;48.376815;-4.491380;173.625398;15.595690;140.480032;
42.731074;73.618473;14.259200;-0.881518;1.585719;-0.023562;-0.420788;0.079864;0.000000;0.000000;15.481020;1.494202;0.000000;-1.855141;-0.000000;0.000000;-153.135096;0.234888;-0.300000;0.300000;-24.109385;0.000000;-140.507287;48.376815;-4.491379;184.388528;15.481020;140.507287;
42.751511;73.639083;14.234191;-0.882000;1.584449;-0.023374;-0.419156;0.103637;0.000000;0.000000;15.535263;1.628462;0.000000;-1.642106;0.000000;0.000000;-111.271131;0.148260;-0.300000;0.300000;-24.015866;0.000000;-140.534878;48.376815;-4.491379;176.695989;15.535263;140.534878;
42.771847;73.659563;14.209316;-0.882475;1.583290;-0.023238;-0.417048;0.113203;0.000000;0.000000;16.134623;1.626993;0.000000;-1.728002;-0.000000;0.000000;-115.895606;0.148844;-0.300000;0.300000;-23.895112;0.000000;-140.562113;48.376815;-4.491379;176.780192;16.134623;140.562113;
42.792276;73.680110;14.184336;-0.882950;1.581567;-0.022871;-0.414736;0.185872;0.000000;0.000000;16.476037;1.708886;0.000000;-1.699753;-0.000000;0.000000;-89.758430;0.102933;-0.300000;0.300000;-23.762611;0.000000;-140.589313;48.376815;-4.491378;172.088042;16.476037;140.589313;
42.812693;73.700610;14.159387;-0.883417;1.579935;-0.022556;-0.410941;0.243250;0.000000;0.000000;15.466918;1.680122;0.000000;-1.124867;-0.000000;0.000000;-93.552365;0.118064;-0.300000;0.300000;-23.545177;0.000000;-140.616067;48.376814;-4.491378;173.736123;15.466918;140.616067;
42.833096;73.721065;14.134472;-0.883877;1.579116;-0.022599;-0.405978;0.201009;0.000000;0.000000;15.092925;1.552900;0.000000;-1.336191;0.000000;0.000000;-130.915867;0.193904;-0.300000;0.300000;-23.260811;0.000000;-140.642436;48.376814;-4.491378;181.025393;15.092925;140.642436;
42.853513;73.741511;14.109543;-0.884339;1.579228;-0.023032;-0.401874;0.048949;0.000000;0.000000;16.020562;1.441535;0.000000;-1.796082;-0.000000;0.000000;-173.957147;0.270328;-0.300000;0.300000;-23.025667;0.000000;-140.668872;48.376814;-4.491378;187.406151;16.020562;140.668872;
42.873922;73.761938;14.084613;-0.884809;1.578224;-0.022970;-0.400875;0.031802;0.000000;0.000000;15.122078;1.581316;0.000000;-1.657063;0.000000;0.000000;-122.144094;0.175216;-0.300000;0.300000;-22.968430;0.000000;-140.695804;48.376814;-4.491377;179.397293;15.122078;140.695804;
42.894351;73.782361;14.059664;-0.885278;1.578486;-0.023446;-0.400225;-0.132624;0.000000;0.000000;16.127116;1.422319;0.000000;-1.131802;0.000000;0.000000;-180.726426;0.283762;-0.300000;0.300000;-22.931205;0.000000;-140.722690;48.376813;-4.491377;188.507108;16.127116;140.722690;
42.914773;73.802768;14.034712;-0.885757;1.578313;-0.023714;-0.402933;-0.237966;0.000000;0.000000;15.470957;1.464941;0.000000;-1.251553;-0.000000;0.000000;-160.595238;0.252468;-0.300000;0.300000;-23.086383;0.000000;-140.750123;48.376813;-4.491377;186.065088;15.470957;140.750123;
42.935225;73.823192;14.009714;-0.886242;1.577256;-0.023594;-0.407800;-0.232364;0.000000;0.000000;16.953073;1.629247;0.000000;-1.502736;0.000000;0.000000;-119.653271;0.145304;-0.300000;0.300000;-23.365238;0.000000;-140.777912;48.376813;-4.491376;176.651024;16.953073;140.777912;
42.955654;73.843567;13.984752;-0.886724;1.577327;-0.023955;-0.412547;-0.353441;0.000000;0.000000;16.834230;1.473534;0.000000;-1.298407;-0.000000;0.000000;-171.617969;0.245702;-0.300000;0.300000;-23.637219;0.000000;-140.805528;48.376813;-4.491376;185.572731;16.834230;140.805528;
42.975994;73.863842;13.959888;-0.887211;1.575975;-0.023695;-0.419736;-0.298369;0.000000;0.000000;15.556129;1.641682;0.000000;-1.827200;0.000000;0.000000;-105.439755;0.137518;-0.300000;0.300000;-24.049120;0.000000;-140.833445;48.376813;-4.491376;175.938535;15.556129;140.833445;
42.996423;73.884176;13.934926;-0.887695;1.575022;-0.023615;-0.425832;-0.286272;0.000000;0.000000;16.360283;1.603060;0.000000;-1.163563;-0.000000;0.000000;-123.864607;0.160053;-0.300000;0.300000;-24.398362;0.000000;-140.861180;48.376812;-4.491376;178.151418;16.360283;140.861180;
43.016844;73.904478;13.909979;-0.888177;1.573233;-0.023183;-0.431678;-0.172917;0.000000;0.000000;15.941251;1.709384;0.000000;-1.390053;0.000000;0.000000;-84.900997;0.099957;-0.300000;0.300000;-24.733315;0.000000;-140.888811;48.376812;-4.491375;172.059540;15.941251;140.888811;
43.037274;73.924753;13.885040;-0.888651;1.572655;-0.023283;-0.435210;-0.199585;0.000000;0.000000;16.727086;1.561140;0.000000;-1.185391;0.000000;0.000000;-140.682005;0.185541;-0.300000;0.300000;-24.935724;0.000000;-140.915948;48.376812;-4.491375;180.553292;16.727086;140.915948;
43.057703;73.945008;13.860102;-0.889127;1.570871;-0.022866;-0.439288;-0.082973;0.000000;0.000000;16.169459;1.712713;0.000000;-1.798490;0.000000;0.000000;-84.636450;0.097745;-0.300000;0.300000;-25.169332;0.000000;-140.943200;48.376812;-4.491375;171.868760;16.169459;140.943200;
43.078144;73.965241;13.835167;-0.889594;1.570599;-0.023107;-0.440984;-0.142148;0.000000;0.000000;16.848553;1.522769;0.000000;-1.563348;0.000000;0.000000;-154.418623;0.209960;-0.300000;0.300000;-25.266510;0.000000;-140.969981;48.376811;-4.491375;182.751755;16.848553;140.969981;
43.098584;73.985457;13.810229;-0.890066;1.570432;-0.023380;-0.443889;-0.208488;0.000000;0.000000;16.090092;1.485489;0.000000;-1.643145;-0.000000;0.000000;-159.210970;0.235000;-0.300000;0.300000;-25.432984;0.000000;-140.997043;48.376811;-4.491374;184.887730;16.090092;140.997043;
43.118958;74.005593;13.785365;-0.890543;1.569322;-0.023238;-0.448137;-0.160316;0.000000;0.000000;15.364037;1.603597;0.000000;-1.391393;0.000000;0.000000;-115.244739;0.158001;-0.300000;0.300000;-25.676354;0.000000;-141.024335;48.376811;-4.491374;178.120655;15.364037;141.024335;
43.139394;74.025766;13.760432;-0.891018;1.568683;-0.023302;-0.451413;-0.164942;0.000000;0.000000;15.137775;1.526857;0.000000;-1.322912;0.000000;0.000000;-137.070878;0.206302;-0.300000;0.300000;-25.864074;0.000000;-141.051545;48.376811;-4.491374;182.517565;15.137775;141.051545;
43.159832;74.045920;13.735499;-0.891494;1.567851;-0.023279;-0.454784;-0.144164;0.000000;0.000000;15.189901;1.557632;0.000000;-1.249148;0.000000;0.000000;-127.959643;0.185967;-0.300000;0.300000;-26.057219;0.000000;-141.078831;48.376811;-4.491373;180.754258;15.189901;141.078831;
43.180243;74.066025;13.710601;-0.891969;1.567401;-0.023418;-0.457727;-0.164757;0.000000;0.000000;15.723157;1.515988;0.000000;-1.672976;0.000000;0.000000;-145.490900;0.212910;-0.300000;0.300000;-26.225817;0.000000;-141.106056;48.376810;-4.491373;183.140291;15.723157;141.106056;
43.200656;74.086114;13.685699;-0.892447;1.565677;-0.023009;-0.461090;-0.036555;0.000000;0.000000;15.474883;1.693611;0.000000;-1.379025;0.000000;0.000000;-86.209739;0.105970;-0.300000;0.300000;-26.418510;0.000000;-141.133445;48.376810;-4.491373;172.963212;15.474883;141.133445;
43.221067;74.106167;13.660817;-0.892917;1.564605;-0.022894;-0.461836;0.013992;0.000000;0.000000;15.420649;1.599616;0.000000;-1.194532;-0.000000;0.000000;-116.179598;0.158968;-0.300000;0.300000;-26.461260;0.000000;-141.160352;48.376810;-4.491373;178.348744;15.420649;141.160352;
43.241403;74.126122;13.636034;-0.893382;1.562824;-0.022481;-0.461552;0.143756;0.000000;0.000000;16.292121;1.715871;0.000000;-1.590052;-0.000000;0.000000;-82.691859;0.093951;-0.300000;0.300000;-26.444957;0.000000;-141.187028;48.376810;-4.491372;171.687838;16.292121;141.187028;
43.261656;74.145960;13.611372;-0.893837;1.562183;-0.022567;-0.458640;0.138171;0.000000;0.000000;16.800506;1.573438;0.000000;-1.273576;-0.000000;0.000000;-135.300045;0.174487;-0.300000;0.300000;-26.278147;0.000000;-141.213114;48.376809;-4.491372;179.848625;16.800506;141.213114;
43.281927;74.165797;13.586687;-0.894295;1.561907;-0.022801;-0.455839;0.089312;0.000000;0.000000;15.385655;1.481277;0.000000;-1.405152;-0.000000;0.000000;-152.231174;0.234979;-0.300000;0.300000;-26.117668;0.000000;-141.239324;48.376809;-4.491372;185.129078;15.385655;141.239324;
43.302235;74.185655;13.561954;-0.894758;1.561934;-0.023153;-0.454026;0.006155;0.000000;0.000000;16.245920;1.463121;0.000000;-1.285165;0.000000;0.000000;-166.367425;0.247367;-0.300000;0.300000;-26.013750;0.000000;-141.265854;48.376809;-4.491372;186.169369;16.245920;141.265854;
43.322657;74.205614;13.537072;-0.895231;1.560059;-0.022683;-0.453900;0.142104;0.000000;0.000000;15.152261;1.710296;0.000000;-1.356740;0.000000;0.000000;-78.116839;0.095853;-0.300000;0.300000;-26.006548;0.000000;-141.292945;48.376809;-4.491371;172.007249;15.152261;141.292945;
43.342943;74.225405;13.512375;-0.895691;1.559675;-0.022863;-0.451017;0.102183;0.000000;0.000000;15.344606;1.496437;0.000000;-1.320530;0.000000;0.000000;-146.813337;0.223596;-0.300000;0.300000;-25.841378;0.000000;-141.319310;48.376809;-4.491371;184.260462;15.344606;141.319310;
43.363354;74.245301;13.487524;-0.896158;1.558511;-0.022704;-0.448931;0.150816;0.000000;0.000000;15.304602;1.611328;0.000000;-1.430719;-0.000000;0.000000;-110.561532;0.150012;-0.300000;0.300000;-25.721875;0.000000;-141.346048;48.376808;-4.491371;177.677724;15.304602;141.346048;
43.383777;74.265182;13.462667;-0.896621;1.558081;-0.022863;-0.445851;0.111757;0.000000;0.000000;15.922804;1.520397;0.000000;-1.785496;-0.000000;0.000000;-144.448785;0.206862;-0.300000;0.300000;-25.545397;0.000000;-141.372615;48.376808;-4.491370;182.887664;15.922804;141.372615;
