t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
141.177355;47.346225;-33.333269;-3.383015;2.970828;-0.009268;0.825755;-0.024097;0.086394;0.471239;15.219560;1.611250;0.000000;-1.632291;0.000000;19.228033;321.012061;1.119897;0.570000;0.570000;47.312290;0.000000;76.167526;48.376387;-4.491735;177.682156;15.219560;283.832474;
141.197632;47.287731;-33.318866;-3.383203;2.970609;-0.010045;0.825267;-0.042710;0.086394;0.471239;15.212545;1.653182;0.000000;-1.287001;0.000000;19.225689;324.584687;1.160080;0.570000;0.570000;47.284293;0.000000;76.156758;48.376387;-4.491736;175.279628;15.212545;283.843242;
141.217966;47.229083;-33.304414;-3.383407;2.972142;-0.008906;0.824398;-0.012865;0.086394;0.506148;16.699257;1.694398;0.000000;-1.599791;-0.000000;19.224274;358.140609;1.188087;0.590001;0.590001;47.234536;0.000000;76.145056;48.376387;-4.491737;172.918173;16.699257;283.854944;
141.238388;47.170151;-33.289879;-3.383589;2.973087;-0.008320;0.824135;-0.006613;0.086394;0.506148;16.122128;1.670939;0.000000;-1.556765;-0.000000;19.234194;343.831430;1.166272;0.590001;0.590001;47.219483;0.000000;76.134635;48.376388;-4.491737;174.262233;16.122128;283.865365;
141.258760;47.111347;-33.275364;-3.383758;2.972833;-0.008781;0.824001;-0.047712;0.086394;0.506148;15.108879;1.588760;0.000000;-1.379186;-0.000000;19.240312;314.455543;1.087981;0.590001;0.590001;47.211764;0.000000;76.124924;48.376388;-4.491738;178.970784;15.108879;283.875076;
141.278953;47.053069;-33.260969;-3.383936;2.973096;-0.008778;0.823037;-0.065697;0.086394;0.506148;15.308785;1.679856;0.000000;-1.503710;-0.000000;19.238667;327.237827;1.174988;0.590001;0.590001;47.156563;0.000000;76.114764;48.376388;-4.491739;173.751355;15.308785;283.885236;
141.299153;46.994768;-33.246557;-3.384113;2.973793;-0.008404;0.821710;-0.064332;0.086394;0.506148;16.259346;1.585855;0.000000;-1.260679;0.000000;19.240369;338.102180;1.085509;0.590001;0.590001;47.080527;0.000000;76.104605;48.376388;-4.491740;179.137199;16.259346;283.895395;
141.319436;46.936216;-33.232072;-3.384284;2.973808;-0.008629;0.820405;-0.088651;0.086394;0.506148;15.252361;1.625365;0.000000;-1.542670;-0.000000;19.244880;321.259802;1.123678;0.590001;0.590001;47.005766;0.000000;76.094838;48.376388;-4.491741;176.873440;15.252361;283.905162;
141.339699;46.877724;-33.217591;-3.384458;2.973534;-0.009087;0.818609;-0.121773;0.086394;0.506148;16.122576;1.434920;0.000000;-1.616999;0.000000;19.244977;314.090556;0.937551;0.590001;0.590001;46.902843;0.000000;76.084820;48.376388;-4.491741;187.785141;16.122576;283.915180;
141.360073;46.818918;-33.203021;-3.384644;2.973768;-0.009093;0.816128;-0.131123;0.086394;0.506148;16.233568;1.501399;0.000000;-1.225055;-0.000000;19.243205;326.602128;1.003540;0.590001;0.590001;46.760691;0.000000;76.074212;48.376388;-4.491742;183.976176;16.233568;283.925788;
141.380440;46.760130;-33.188444;-3.384829;2.975271;-0.008017;0.813457;-0.086285;0.086394;0.506148;16.758232;1.676793;0.000000;-1.445198;-0.000000;19.244717;358.030225;1.172943;0.590001;0.590001;46.607674;0.000000;76.063601;48.376389;-4.491743;173.926814;16.758232;283.936399;
141.400769;46.701428;-33.173878;-3.384992;2.974585;-0.008853;0.811703;-0.128396;0.086394;0.506148;15.358220;1.467306;0.000000;-1.505855;0.000000;19.254447;304.206251;0.970231;0.590001;0.590001;46.507176;0.000000;76.054264;48.376389;-4.491744;185.929551;15.358220;283.945736;
141.421069;46.642822;-33.159324;-3.385171;2.975905;-0.007942;0.809097;-0.085774;0.086394;0.506148;16.481929;1.696415;0.000000;-1.183050;0.000000;19.250003;353.784774;1.191639;0.590001;0.590001;46.357833;0.000000;76.043966;48.376389;-4.491744;172.802581;16.481929;283.956034;
141.441387;46.584143;-33.144742;-3.385333;2.977221;-0.007076;0.807354;-0.042271;0.086394;0.506148;16.828235;1.619465;0.000000;-1.512602;-0.000000;19.258546;353.930655;1.119045;0.590001;0.590001;46.257979;0.000000;76.034721;48.376389;-4.491745;177.211476;16.828235;283.965279;
141.461666;46.525554;-33.130172;-3.385476;2.977729;-0.006936;0.806497;-0.031379;0.086394;0.506148;15.649010;1.674962;0.000000;-1.214060;-0.000000;19.267061;334.238240;1.171869;0.590001;0.590001;46.208866;0.000000;76.026500;48.376389;-4.491746;174.031769;15.649010;283.973500;
141.481944;46.466959;-33.115591;-3.385617;2.977277;-0.007810;0.805861;-0.047742;0.086394;0.488694;15.144546;1.577254;0.000000;-1.867080;-0.000000;19.270350;315.239154;1.084197;0.580001;0.580001;46.172409;0.000000;76.018441;48.376389;-4.491747;179.629980;15.144546;283.981559;
141.502272;46.408228;-33.100968;-3.385776;2.977556;-0.008031;0.804890;-0.032414;0.086394;0.488694;15.527855;1.688971;0.000000;-1.186826;-0.000000;19.267425;333.542114;1.190793;0.580001;0.580001;46.116802;0.000000;76.009345;48.376389;-4.491748;173.229096;15.527855;283.990655;
141.522535;46.349685;-33.086382;-3.385938;2.978692;-0.007522;0.804233;0.018768;0.086394;0.488694;16.525661;1.692131;0.000000;-1.180258;0.000000;19.269231;355.234015;1.193895;0.580001;0.580001;46.079170;0.000000;76.000021;48.376389;-4.491748;173.048022;16.525661;283.999979;
141.542857;46.290950;-33.071737;-3.386091;2.979142;-0.007610;0.804615;0.039864;0.086394;0.488694;16.971186;1.468635;0.000000;-1.761124;-0.000000;19.276582;338.150036;0.978168;0.580001;0.580001;46.101023;0.000000;75.991263;48.376390;-4.491749;185.853403;16.971186;284.008737;
141.563272;46.231938;-33.057015;-3.386247;2.977992;-0.009031;0.805428;-0.006819;0.086394;0.488694;15.213139;1.434667;0.000000;-1.404941;0.000000;19.279494;298.150462;0.944620;0.580001;0.580001;46.147652;0.000000;75.982361;48.376390;-4.491750;187.799615;15.213139;284.017639;
141.583623;46.173139;-33.042335;-3.386430;2.978347;-0.009125;0.805290;0.010189;0.086394;0.488694;15.603732;1.694327;0.000000;-1.372974;0.000000;19.272051;335.609973;1.196384;0.580001;0.580001;46.139701;0.000000;75.971830;48.376390;-4.491751;172.922220;15.603732;284.028170;
141.604003;46.114251;-33.027622;-3.386616;2.978731;-0.009188;0.805497;0.027739;0.086394;0.488694;16.473970;1.524595;0.000000;-1.414908;0.000000;19.274351;336.389666;1.033795;0.580001;0.580001;46.151599;0.000000;75.961176;48.376390;-4.491752;182.647150;16.473970;284.038824;
141.624414;46.055269;-33.012873;-3.386804;2.978805;-0.009508;0.806064;0.031386;0.086394;0.488694;16.467598;1.471718;0.000000;-1.319386;0.000000;19.276836;328.691366;0.981890;0.580001;0.580001;46.184038;0.000000;75.950430;48.376390;-4.491752;185.676778;16.467598;284.049570;
141.644788;45.996391;-32.998140;-3.386998;2.978731;-0.009933;0.806703;0.028122;0.086394;0.488694;15.242992;1.656578;0.000000;-1.122858;-0.000000;19.277313;325.002884;1.161445;0.580001;0.580001;46.220678;0.000000;75.939331;48.376390;-4.491753;175.085057;15.242992;284.060669;
141.665144;45.937574;-32.983409;-3.387200;2.977994;-0.010891;0.807275;-0.003106;0.086394;0.488694;15.547418;1.457840;0.000000;-1.194335;0.000000;19.276833;308.355076;0.968524;0.580001;0.580001;46.253476;0.000000;75.927746;48.376390;-4.491754;186.471902;15.547418;284.072254;
141.685571;45.878568;-32.968618;-3.387422;2.977521;-0.011582;0.807212;-0.022571;0.086394;0.488694;15.687291;1.483366;0.000000;-1.820402;0.000000;19.272065;314.868360;0.993980;0.580001;0.580001;46.249840;0.000000;75.914999;48.376391;-4.491755;185.009399;15.687291;284.085001;
141.705941;45.819740;-32.953857;-3.387658;2.976670;-0.012556;0.806752;-0.056772;0.086394;0.488694;15.627644;1.426632;0.000000;-1.508140;-0.000000;19.269008;305.219922;0.937952;0.580001;0.580001;46.223498;0.000000;75.901482;48.376391;-4.491756;188.260001;15.627644;284.098518;
141.726159;45.761369;-32.939197;-3.387912;2.976539;-0.013655;0.805604;-0.009925;0.086394;0.418888;16.214272;1.601003;0.000000;-1.158305;-0.000000;19.263496;344.380065;1.130477;0.540005;0.540005;46.157732;0.000000;75.886936;48.376391;-4.491756;178.269305;16.214272;284.113064;
141.746375;45.703011;-32.924525;-3.388188;2.977101;-0.014161;0.805404;0.067005;0.086394;0.418888;16.928290;1.639230;0.000000;-1.184949;0.000000;19.262648;363.014182;1.167288;0.540005;0.540005;46.146236;0.000000;75.871120;48.376391;-4.491757;176.079043;16.928290;284.128880;
141.766571;45.644707;-32.909848;-3.388474;2.977564;-0.014716;0.806757;0.135709;0.086394;0.418888;16.754267;1.654186;0.000000;-1.158624;-0.000000;19.266285;360.494687;1.181735;0.540005;0.540005;46.223768;0.000000;75.854735;48.376391;-4.491758;175.222111;16.754267;284.145265;
141.786767;45.586393;-32.895152;-3.388771;2.977657;-0.015527;0.809498;0.182643;0.086394;0.418888;16.277292;1.659481;0.000000;-1.388003;0.000000;19.269281;350.642990;1.187010;0.540005;0.540005;46.380810;0.000000;75.837706;48.376391;-4.491759;174.918736;16.277292;284.162294;
141.806986;45.528018;-32.880422;-3.389085;2.977015;-0.016869;0.813191;0.190825;0.086394;0.418888;16.559044;1.431625;0.000000;-1.694187;0.000000;19.269888;330.831233;0.965504;0.540005;0.540005;46.592395;0.000000;75.819718;48.376391;-4.491760;187.973927;16.559044;284.180282;
141.827273;45.469464;-32.865627;-3.389427;2.976286;-0.018215;0.817062;0.190506;0.086394;0.418888;15.238316;1.661190;0.000000;-1.359741;0.000000;19.265730;328.418560;1.189200;0.540005;0.540005;46.814201;0.000000;75.800110;48.376391;-4.491760;174.820823;15.238316;284.199890;
141.847630;45.410727;-32.850764;-3.389798;2.976717;-0.018598;0.820940;0.237700;0.086394;0.418888;16.941075;1.594429;0.000000;-1.614542;-0.000000;19.261012;359.345900;1.125851;0.540005;0.540005;47.036400;0.000000;75.778866;48.376392;-4.491761;178.645958;16.941075;284.221134;
141.867974;45.352026;-32.835887;-3.390177;2.975835;-0.019977;0.825776;0.219505;0.086394;0.418888;15.759278;1.501177;0.000000;-1.202603;0.000000;19.263801;324.305703;1.035345;0.540005;0.540005;47.313462;0.000000;75.757188;48.376392;-4.491762;183.988879;15.759278;284.242812;
141.888268;45.293489;-32.821029;-3.390582;2.975561;-0.020815;0.830230;0.223636;0.086394;0.418888;15.638217;1.716029;0.000000;-1.709144;0.000000;19.258092;340.371078;1.241422;0.540005;0.540005;47.568701;0.000000;75.733959;48.376392;-4.491763;171.678756;15.638217;284.266041;
141.908594;45.234872;-32.806125;-3.391005;2.975243;-0.021647;0.834776;0.220549;0.086394;0.418888;15.699844;1.671143;0.000000;-1.433366;-0.000000;19.256322;339.137174;1.199980;0.540005;0.540005;47.829149;0.000000;75.709718;48.376392;-4.491764;174.250559;15.699844;284.290282;
141.928925;45.176255;-32.791194;-3.391445;2.974737;-0.022584;0.839260;0.204175;0.086394;0.418888;16.453738;1.465733;0.000000;-1.834457;-0.000000;19.254265;334.016890;1.001554;0.540005;0.540005;48.086059;0.000000;75.684502;48.376392;-4.491764;186.019696;16.453738;284.315498;
141.949288;45.117562;-32.776216;-3.391905;2.973959;-0.023686;0.843418;0.171684;0.086394;0.418888;15.732756;1.523995;0.000000;-1.655930;0.000000;19.250990;326.656890;1.059365;0.540005;0.540005;48.324269;0.000000;75.658153;48.376392;-4.491765;182.681533;15.732756;284.341847;
141.969629;45.058956;-32.761232;-3.392387;2.972883;-0.024965;0.846910;0.123118;0.086394;0.418888;15.701835;1.462532;0.000000;-1.663847;0.000000;19.245956;318.445862;0.999277;0.540005;0.540005;48.524355;0.000000;75.630549;48.376392;-4.491766;186.203070;15.701835;284.369451;
141.989991;45.000314;-32.746209;-3.392895;2.971595;-0.026345;0.849417;0.063889;0.086394;0.418888;15.665650;1.425286;0.000000;-1.381626;-0.000000;19.238988;312.588089;0.962796;0.540005;0.540005;48.667994;0.000000;75.601424;48.376393;-4.491767;188.337116;15.665650;284.398576;
142.010356;44.941697;-32.731160;-3.393432;2.970826;-0.027258;0.850718;0.027112;0.086394;0.418888;16.345720;1.424786;0.000000;-1.199355;-0.000000;19.230654;326.159323;0.962804;0.540005;0.540005;48.742543;0.000000;75.570683;48.376393;-4.491768;188.365748;16.345720;284.429317;
142.030622;44.883390;-32.716157;-3.393984;2.970174;-0.028034;0.851267;-0.004300;0.086394;0.418888;15.267017;1.656783;0.000000;-1.256104;-0.000000;19.225677;329.033066;1.189143;0.540005;0.540005;48.774024;0.000000;75.539032;48.376393;-4.491768;175.073305;15.267017;284.460968;
142.050915;44.825026;-32.701106;-3.394553;2.969601;-0.028711;0.851180;-0.031465;0.086394;0.418888;16.519951;1.432823;0.000000;-1.781425;0.000000;19.221458;331.018945;0.971875;0.540005;0.540005;48.769024;0.000000;75.506438;48.376393;-4.491769;187.905278;16.519951;284.493562;
142.071206;44.766687;-32.686025;-3.395136;2.969247;-0.026906;0.850542;-0.049713;0.069115;0.418888;16.413412;1.479779;0.000000;-1.442884;-0.000000;15.381045;335.595130;1.018942;0.540005;0.540005;48.732443;0.000000;75.473058;48.376393;-4.491770;185.214912;16.413412;284.526942;
142.091499;44.708360;-32.670912;-3.395682;2.969207;-0.024949;0.849533;-0.052815;0.069115;0.418888;15.811555;1.707610;0.000000;-1.808869;0.000000;15.379210;343.966450;1.238225;0.540005;0.540005;48.674643;0.000000;75.441775;48.376393;-4.491771;172.161133;15.811555;284.558225;
142.111899;44.649733;-32.655686;-3.396191;2.968937;-0.023260;0.848455;-0.064578;0.069115;0.418888;15.852917;1.605486;0.000000;-1.564748;0.000000;15.379006;337.815870;1.142488;0.540005;0.540005;48.612911;0.000000;75.412615;48.376393;-4.491771;178.012416;15.852917;284.587385;
142.132334;44.591018;-32.640406;-3.396666;2.969018;-0.021383;0.847136;-0.059445;0.069115;0.418888;16.022698;1.681049;0.000000;-1.321361;-0.000000;15.377609;347.105950;1.214515;0.540005;0.540005;48.537300;0.000000;75.385381;48.376393;-4.491772;173.683008;16.022698;284.614619;
142.152711;44.532476;-32.625141;-3.397102;2.969478;-0.019313;0.845924;-0.036661;0.069115;0.418888;16.836540;1.588545;0.000000;-1.761948;0.000000;15.378028;357.261372;1.127156;0.540005;0.540005;48.467896;0.000000;75.360416;48.376394;-4.491773;178.983065;16.836540;284.639584;
142.173106;44.473878;-32.609834;-3.397495;2.969298;-0.017842;0.845177;-0.041316;0.069115;0.418888;15.869313;1.629409;0.000000;-1.330917;-0.000000;15.380409;340.255960;1.166687;0.540005;0.540005;48.425055;0.000000;75.337847;48.376394;-4.491774;176.641725;15.869313;284.662153;
142.193554;44.415142;-32.594466;-3.397860;2.969288;-0.016310;0.844332;-0.037514;0.069115;0.418888;16.268256;1.583305;0.000000;-1.222206;-0.000000;15.379474;344.782566;1.122906;0.540005;0.540005;48.376652;0.000000;75.316945;48.376394;-4.491775;179.283325;16.268256;284.683055;
142.213910;44.356671;-32.579145;-3.398192;2.970118;-0.013170;0.843568;-0.058960;0.069115;0.506148;16.248103;1.585096;0.000000;-1.366863;0.000000;15.379425;339.375609;1.098218;0.590001;0.590001;48.332898;0.000000;75.297922;48.376394;-4.491775;179.180698;16.248103;284.702078;
142.234124;44.298600;-32.563909;-3.398459;2.970231;-0.010813;0.842376;-0.105703;0.069115;0.506148;16.102745;1.472950;0.000000;-1.486539;0.000000;15.383725;321.825982;0.989027;0.590001;0.590001;48.264614;0.000000;75.282669;48.376394;-4.491776;185.606187;16.102745;284.717331;
142.254381;44.240406;-32.548623;-3.398678;2.971060;-0.007961;0.840235;-0.120814;0.069115;0.506148;15.887036;1.665652;0.000000;-1.756986;0.000000;15.384308;339.639361;1.175454;0.590001;0.590001;48.141929;0.000000;75.270118;48.376394;-4.491777;174.565192;15.887036;284.729882;
142.274665;44.182122;-32.533300;-3.398839;2.970656;-0.006296;0.837785;-0.180702;0.069115;0.506148;15.313531;1.495455;0.000000;-1.860756;0.000000;15.388600;309.209428;1.011685;0.590001;0.590001;48.001523;0.000000;75.260866;48.376394;-4.491778;184.316712;15.313531;284.739134;
142.294923;44.123921;-32.517988;-3.398967;2.971163;-0.003944;0.834124;-0.199221;0.069115;0.506148;15.342413;1.717881;0.000000;-1.398971;0.000000;15.386509;331.731812;1.224344;0.590001;0.590001;47.791776;0.000000;75.253558;48.376395;-4.491779;171.572676;15.342413;284.746442;
142.315264;44.065477;-32.502605;-3.399047;2.970803;-0.002440;0.830072;-0.246832;0.069115;0.506148;15.048906;1.547756;0.000000;-1.232904;0.000000;15.389133;310.355218;1.063134;0.590001;0.590001;47.559601;0.000000;75.248962;48.376395;-4.491779;181.320138;15.048906;284.751038;
142.335602;44.007047;-32.487221;-3.399096;2.972497;0.000734;0.825051;-0.206619;0.069115;0.506148;16.820590;1.682805;0.000000;-1.551796;0.000000;15.387271;361.090224;1.192055;0.590001;0.590001;47.271969;0.000000;75.246119;48.376395;-4.491780;173.582369;16.820590;284.753881;
142.355974;43.948488;-32.471799;-3.399082;2.973284;0.002985;0.820842;-0.198370;0.069115;0.506148;16.646912;1.515130;0.000000;-1.635837;0.000000;15.396045;338.986490;1.031410;0.590001;0.590001;47.030794;0.000000;75.246975;48.376395;-4.491781;183.189419;16.646912;284.753025;
142.376369;43.889847;-32.456357;-3.399021;2.973710;0.004818;0.816796;-0.200116;0.069115;0.506148;16.074121;1.537407;0.000000;-1.310092;-0.000000;15.400123;330.220761;1.053168;0.590001;0.590001;46.798989;0.000000;75.250463;48.376395;-4.491782;181.913092;16.074121;284.749537;
142.396745;43.831251;-32.440930;-3.398922;2.974717;0.007053;0.812719;-0.173944;0.069115;0.506148;16.457636;1.592108;0.000000;-1.467563;-0.000000;15.402330;344.669907;1.106084;0.590001;0.590001;46.565361;0.000000;75.256088;48.376395;-4.491783;178.778908;16.457636;284.743912;
142.417081;43.772750;-32.425535;-3.398779;2.975649;0.009112;0.809182;-0.147330;0.069115;0.506148;16.583245;1.556399;0.000000;-1.189945;0.000000;15.407546;343.077898;1.071490;0.590001;0.590001;46.362692;0.000000;75.264306;48.376395;-4.491783;180.824884;16.583245;284.735694;
142.437377;43.714341;-32.410173;-3.398594;2.975475;0.010127;0.806191;-0.162614;0.069115;0.506148;15.411765;1.531819;0.000000;-1.628243;-0.000000;15.412374;315.893522;1.047421;0.590001;0.590001;46.191359;0.000000;75.274903;48.376396;-4.491784;182.233250;15.411765;284.725097;
142.457687;43.655894;-32.394812;-3.398388;2.975144;0.010957;0.802889;-0.180334;0.069115;0.506148;15.170380;1.540605;0.000000;-1.651845;0.000000;15.411471;311.977209;1.055810;0.590001;0.590001;46.002130;0.000000;75.286688;48.376396;-4.491785;181.729843;15.170380;284.713312;
142.478035;43.597341;-32.379437;-3.398165;2.976233;0.012954;0.799219;-0.136011;0.069115;0.506148;16.285232;1.652906;0.000000;-1.591906;0.000000;15.409758;347.039807;1.163395;0.590001;0.590001;45.791889;0.000000;75.299463;48.376396;-4.491786;175.295481;16.285232;284.700537;
142.498399;43.538718;-32.364056;-3.397902;2.975221;0.013067;0.796450;-0.175416;0.069115;0.506148;15.135863;1.423983;0.000000;-1.624976;-0.000000;15.415399;295.322322;0.940479;0.590001;0.590001;45.633195;0.000000;75.314577;48.376396;-4.491787;188.411785;15.135863;284.685423;
142.518731;43.480201;-32.348721;-3.397636;2.974689;0.013576;0.792883;-0.190580;0.069115;0.506148;15.271207;1.485764;0.000000;-1.551192;0.000000;15.410156;306.941761;1.001380;0.590001;0.590001;45.428844;0.000000;75.329799;48.376396;-4.491787;184.872010;15.271207;284.670201;
142.539096;43.421596;-32.333379;-3.397359;2.974679;0.014503;0.789002;-0.179906;0.069115;0.506148;15.067394;1.638099;0.000000;-1.454335;-0.000000;15.407398;319.767270;1.148681;0.590001;0.590001;45.206471;0.000000;75.345639;48.376396;-4.491788;176.143838;15.067394;284.654361;
142.559383;43.363213;-32.318112;-3.397065;2.974384;0.015138;0.785352;-0.177503;0.069115;0.506148;15.163089;1.549222;0.000000;-1.610529;0.000000;15.407348;312.693723;1.062998;0.590001;0.590001;44.997358;0.000000;75.362497;48.376396;-4.491789;181.236100;15.163089;284.637503;
142.579653;43.304878;-32.302876;-3.396758;2.974377;0.015982;0.781754;-0.159633;0.069115;0.506148;15.269041;1.593873;0.000000;-1.846992;-0.000000;15.405822;319.757685;1.105901;0.590001;0.590001;44.791208;0.000000;75.380078;48.376396;-4.491790;178.677810;15.269041;284.619922;
